#! FIELDS dim1 potential.bias
#! SET min_dim1 -8.4
#! SET max_dim1 +8.4
#! SET nbins_dim1  201
#! SET periodic_dim1 false
   -8.400000000   17.677731154
   -8.316000000   17.673973126
   -8.232000000   17.669306642
   -8.148000000   17.663538094
   -8.064000000   17.656439289
   -7.980000000   17.647742869
   -7.896000000   17.637137486
   -7.812000000   17.624262794
   -7.728000000   17.608704378
   -7.644000000   17.589988718
   -7.560000000   17.567578362
   -7.476000000   17.540867461
   -7.392000000   17.509177906
   -7.308000000   17.471756268
   -7.224000000   17.427771830
   -7.140000000   17.376315965
   -7.056000000   17.316403183
   -6.972000000   17.246974116
   -6.888000000   17.166900765
   -6.804000000   17.074994279
   -6.720000000   16.970015522
   -6.636000000   16.850688647
   -6.552000000   16.715717822
   -6.468000000   16.563807209
   -6.384000000   16.393684163
   -6.300000000   16.204125573
   -6.216000000   15.993987088
   -6.132000000   15.762234908
   -6.048000000   15.507979622
   -5.964000000   15.230511511
   -5.880000000   14.929336530
   -5.796000000   14.604212118
   -5.712000000   14.255181835
   -5.628000000   13.882607768
   -5.544000000   13.487199546
   -5.460000000   13.070038820
   -5.376000000   12.632598035
   -5.292000000   12.176752385
   -5.208000000   11.704783922
   -5.124000000   11.219376950
   -5.040000000   10.723603982
   -4.956000000   10.220901783
   -4.872000000    9.715037266
   -4.788000000    9.210063296
   -4.704000000    8.710264769
   -4.620000000    8.220095624
   -4.536000000    7.744107815
   -4.452000000    7.286873504
   -4.368000000    6.852902074
   -4.284000000    6.446553777
   -4.200000000    6.071952032
   -4.116000000    5.732896530
   -4.032000000    5.432779392
   -3.948000000    5.174506609
   -3.864000000    4.960426968
   -3.780000000    4.792270493
   -3.696000000    4.671098277
   -3.612000000    4.597265272
   -3.528000000    4.570397328
   -3.444000000    4.589383382
   -3.360000000    4.652383337
   -3.276000000    4.756851723
   -3.192000000    4.899576873
   -3.108000000    5.076734878
   -3.024000000    5.283957252
   -2.940000000    5.516410875
   -2.856000000    5.768888448
   -2.772000000    6.035907483
   -2.688000000    6.311815609
   -2.604000000    6.590899876
   -2.520000000    6.867497628
   -2.436000000    7.136106535
   -2.352000000    7.391491395
   -2.268000000    7.628785420
   -2.184000000    7.843583893
   -2.100000000    8.032028247
   -2.016000000    8.190878857
   -1.932000000    8.317575110
   -1.848000000    8.410281573
   -1.764000000    8.467919408
   -1.680000000    8.490182475
   -1.596000000    8.477537875
   -1.512000000    8.431211023
   -1.428000000    8.353155625
   -1.344000000    8.246009238
   -1.260000000    8.113035405
   -1.176000000    7.958053572
   -1.092000000    7.785358289
   -1.008000000    7.599629382
   -0.924000000    7.405834988
   -0.840000000    7.209129456
   -0.756000000    7.014748283
   -0.672000000    6.827902256
   -0.588000000    6.653673015
   -0.504000000    6.496912212
   -0.420000000    6.362146348
   -0.336000000    6.253489225
   -0.252000000    6.174563757
   -0.168000000    6.128434669
   -0.084000000    6.117553296
    0.000000000    6.143715432
    0.084000000    6.208032791
    0.168000000    6.310918345
    0.252000000    6.452085411
    0.336000000    6.630560041
    0.420000000    6.844705933
    0.504000000    7.092260807
    0.588000000    7.370382911
    0.672000000    7.675706166
    0.756000000    8.004402274
    0.840000000    8.352248071
    0.924000000    8.714696359
    1.008000000    9.086948523
    1.092000000    9.464027324
    1.176000000    9.840848414
    1.260000000   10.212289343
    1.344000000   10.573255026
    1.428000000   10.918738908
    1.512000000   11.243879344
    1.596000000   11.544010933
    1.680000000   11.814710816
    1.764000000   12.051840156
    1.848000000   12.251581177
    1.932000000   12.410470294
    2.016000000   12.525427913
    2.100000000   12.593785535
    2.184000000   12.613310732
    2.268000000   12.582230489
    2.352000000   12.499253285
    2.436000000   12.363590096
    2.520000000   12.174974295
    2.604000000   11.933680229
    2.688000000   11.640540006
    2.772000000   11.296957819
    2.856000000   10.904920947
    2.940000000   10.467006408
    3.024000000    9.986382145
    3.108000000    9.466801563
    3.192000000    8.912590268
    3.276000000    8.328623916
    3.360000000    7.720296271
    3.444000000    7.093476762
    3.528000000    6.454457114
    3.612000000    5.809886995
    3.696000000    5.166698943
    3.780000000    4.532023289
    3.864000000    3.913094152
    3.948000000    3.317148024
    4.032000000    2.751316794
    4.116000000    2.222517408
    4.200000000    1.737340614
    4.284000000    1.301941437
    4.368000000    0.921934107
    4.452000000    0.602294199
    4.536000000    0.347270618
    4.620000000    0.160309884
    4.704000000    0.043994901
    4.788000000    0.000000000
    4.872000000    0.029063616
    4.956000000    0.130979487
    5.040000000    0.304606692
    5.124000000    0.547898343
    5.208000000    0.857948172
    5.292000000    1.231053759
    5.376000000    1.662794675
    5.460000000    2.148123398
    5.544000000    2.681466543
    5.628000000    3.256833692
    5.712000000    3.867930974
    5.796000000    4.508276499
    5.880000000    5.171314763
    5.964000000    5.850527345
    6.048000000    6.539537369
    6.132000000    7.232205537
    6.216000000    7.922715889
    6.300000000    8.605649816
    6.384000000    9.276047283
    6.468000000    9.929454650
    6.552000000   10.561958865
    6.636000000   11.170208240
    6.720000000   11.751420349
    6.804000000   12.303377906
    6.888000000   12.824413757
    6.972000000   13.313386319
    7.056000000   13.769646919
    7.140000000   14.193000614
    7.224000000   14.583662059
    7.308000000   14.942207984
    7.392000000   15.269527778
    7.476000000   15.566773530
    7.560000000   15.835310792
    7.644000000   16.076671107
    7.728000000   16.292507213
    7.812000000   16.484551617
    7.896000000   16.654579081
    7.980000000   16.804373355
    8.064000000   16.935698362
    8.148000000   17.050273863
    8.232000000   17.149755521
    8.316000000   17.235719188
    8.400000000   17.309649109
