#! FIELDS time p.x ene metad.bias metad.rbias metad.rct
 0.000000   0.0000   6.1437   0.0000   0.0000   0.0000
 1.000000   0.2239   6.4007   0.0000   0.0000   0.0000
 2.000000  -0.2695   6.1884   0.0000   0.0000   0.0000
 3.000000   0.0545   6.1810   0.0000   0.0000   0.0040
 4.000000   0.2420   6.4333   0.0755   0.0715   0.0040
 5.000000  -0.1238   6.1182   0.0776   0.0736   0.0040
 6.000000  -0.3713   6.2957   0.0235   0.0195   0.0082
 7.000000  -0.2908   6.2071   0.1335   0.1253   0.0082
 8.000000  -0.0505   6.1235   0.1355   0.1273   0.0082
 9.000000  -0.0823   6.1177   0.1374   0.1292   0.0132
 10.000000  -0.0521   6.1230   0.2349   0.2217   0.0132
 11.000000   0.1751   6.3215   0.1570   0.1439   0.0132
 12.000000  -0.2421   6.1674   0.2185   0.2053   0.0188
 13.000000  -0.2777   6.1953   0.3073   0.2885   0.0188
 14.000000  -0.1238   6.1182   0.3268   0.3081   0.0188
 15.000000   0.2721   6.4915   0.1208   0.1020   0.0239
 16.000000   0.2461   6.4409   0.2358   0.2119   0.0239
 17.000000   0.0365   6.1669   0.3334   0.3095   0.0239
 18.000000  -0.5222   6.5292   0.1656   0.1417   0.0294
 19.000000  -0.6744   6.8331   0.1609   0.1315   0.0294
 20.000000  -0.8640   7.2654   0.0589   0.0295   0.0294
 21.000000  -0.7658   7.0371   0.1050   0.0756   0.0344
 22.000000  -0.4577   6.4196   0.3527   0.3183   0.0344
 23.000000  -0.4170   6.3578   0.3659   0.3315   0.0344
 24.000000  -0.2952   6.2112   0.3913   0.3569   0.0419
 25.000000  -0.3028   6.2186   0.4903   0.4484   0.0419
 26.000000  -0.3577   6.2789   0.4779   0.4360   0.0419
 27.000000   0.3438   6.6489   0.1827   0.1408   0.0475
 28.000000   0.4287   6.8688   0.2264   0.1789   0.0475
 29.000000   0.5036   7.0911   0.1750   0.1274   0.0475
 30.000000   0.1956   6.3531   0.3639   0.3164   0.0548
 31.000000   0.0719   6.1964   0.5054   0.4505   0.0548
 32.000000  -0.1420   6.1212   0.5281   0.4732   0.0548
 33.000000   0.1680   6.3109   0.4760   0.4211   0.0634
 34.000000  -0.8163   7.1539   0.1885   0.1252   0.0634
 35.000000  -0.9240   7.4059   0.1250   0.0616   0.0634
 36.000000  -0.6426   6.7652   0.3100   0.2466   0.0702
 37.000000  -0.3205   6.2366   0.5606   0.4904   0.0702
 38.000000  -0.5836   6.6450   0.4507   0.3806   0.0702
 39.000000  -0.1239   6.1182   0.5901   0.5199   0.0807
 40.000000   0.3315   6.6200   0.4764   0.3957   0.0807
 41.000000   0.4864   7.0378   0.2870   0.2063   0.0807
 42.000000   0.1434   6.2767   0.6420   0.5612   0.0916
 43.000000  -0.3245   6.2409   0.6495   0.5579   0.0916
 44.000000   0.0392   6.1690   0.7744   0.6828   0.0916
 45.000000  -0.0580   6.1216   0.7661   0.6745   0.1049
 46.000000   0.2572   6.4620   0.6906   0.5858   0.1049
 47.000000   0.6317   7.5262   0.1537   0.0489   0.1049
 48.000000   0.5488   7.2369   0.2480   0.1431   0.1118
 49.000000   0.4827   7.0265   0.4375   0.3258   0.1118
 50.000000   0.4097   6.8166   0.5413   0.4296   0.1118
 51.000000   0.2486   6.4457   0.7507   0.6390   0.1247
 52.000000   0.0689   6.1937   0.9512   0.8265   0.1247
 53.000000   0.1599   6.2993   0.9241   0.7994   0.1247
 54.000000  -0.1423   6.1213   0.8658   0.7410   0.1404
 55.000000   0.2705   6.4882   0.8514   0.7109   0.1404
 56.000000   0.1607   6.3005   0.9716   0.8311   0.1404
 57.000000   0.1367   6.2680   0.9893   0.8489   0.1580
 58.000000  -0.6339   6.7470   0.4521   0.2941   0.1580
 59.000000  -0.8870   7.3193   0.2101   0.0520   0.1580
 60.000000  -0.5083   6.5045   0.5870   0.4290   0.1689
 61.000000  -0.2674   6.1866   0.9423   0.7734   0.1689
 62.000000  -0.1756   6.1312   1.0269   0.8579   0.1689
 63.000000   0.5259   7.1619   0.4649   0.2959   0.1787
 64.000000   0.0021   6.1449   1.1374   0.9587   0.1787
 65.000000  -0.0714   6.1191   1.1057   0.9270   0.1787
 66.000000   0.3958   6.7795   0.8008   0.6221   0.1933
 67.000000   0.3663   6.7038   0.9513   0.7580   0.1933
 68.000000   0.2802   6.5079   1.0750   0.8817   0.1933
 69.000000   0.3542   6.6741   0.9710   0.7777   0.2109
 70.000000   0.0128   6.1510   1.2102   0.9992   0.2109
 71.000000  -0.1373   6.1203   1.0851   0.8742   0.2109
 72.000000  -0.4597   6.4228   0.7419   0.5309   0.2237
 73.000000  -0.1048   6.1169   1.1529   0.9293   0.2237
 74.000000  -0.4095   6.3470   0.8950   0.6714   0.2237
 75.000000  -0.4745   6.4469   0.8251   0.6015   0.2375
 76.000000  -0.7495   7.0000   0.5049   0.2674   0.2375
 77.000000  -1.0813   7.7624   0.0946  -0.1429   0.2375
 78.000000  -0.7533   7.0086   0.4985   0.2610   0.2459
 79.000000  -1.1455   7.8972   0.0886  -0.1573   0.2459
 80.000000  -1.0069   7.5972   0.2125  -0.0335   0.2459
